gbifID,scientificName,family,order,eventDate,basisOfRecord,decimalLatitude,decimalLongitude,stateProvince,datasetName,recordedBy,n_individuals
5403832448,"Crotophaga ani Linnaeus, 1758",Cuculidae,Cuculiformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,7
5672915378,"Nannopterum brasilianum (J.F.Gmelin, 1789)",Phalacrocoracidae,Suliformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr2661064,6
5164034397,"Pygochelidon cyanoleuca (Vieillot, 1817)",Hirundinidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
5303578024,"Herpsilochmus atricapillus Pelzeln, 1868",Thamnophilidae,Passeriformes,2024-01-27,HUMAN_OBSERVATION,-20.15265,-43.520786,Minas Gerais,,obsr753626,4
4744547355,"Penelope obscura Temminck, 1815",Cracidae,Galliformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,2
5164056380,"Phyllomyias fasciatus (Thunberg, 1822)",Tyrannidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,2
5618010576,"Saltator similis d'Orbigny & Lafresnaye, 1837",Thraupidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.643545,-43.52514,Minas Gerais,,obsr1359206,6
5547178872,"Icterus jamacaii (Gmelin, 1788)",Icteridae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,7
3745700125,"Pseudoleistes guirahuro (Vieillot, 1819)",Icteridae,Passeriformes,1973-09-05,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Ivan Sazima,7
5164015346,"Chlorophonia cyanea (Thunberg, 1822)",Fringillidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
5164066402,"Colaptes campestris (Vieillot, 1818)",Picidae,Piciformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,7
5164083395,"Aramides saracura (Spix, 1825)",Rallidae,Gruiformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,3
5163994454,"Knipolegus nigerrimus (Vieillot, 1818)",Tyrannidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,5
5602634907,"Mimus saturninus (Lichtenstein, 1823)",Mimidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,4
5431674742,"Coryphospingus cucullatus (P.L.S.Müller, 1776)",Thraupidae,Passeriformes,2024-07-18,HUMAN_OBSERVATION,-20.332607,-46.83823,Minas Gerais,,obsr2661064,4
5070100604,"Dacnis cayana (Linnaeus, 1766)",Thraupidae,Passeriformes,2025-02-15T09:45,HUMAN_OBSERVATION,-20.098185,-43.489191,Minas Gerais,iNaturalist research-grade observations,filipeprates,6
5828017460,"Ramphastos toco P.L.S.Müller, 1776",Ramphastidae,Piciformes,2019-09-25T10:13,HUMAN_OBSERVATION,-19.518965,-43.747259,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,2
2773570825,"Turdus leucomelas Vieillot, 1818",Turdidae,Passeriformes,2016-10-16,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,4
5387293544,"Phacellodomus rufifrons (Wied-Neuwied, 1821)",Furnariidae,Passeriformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,10
5164048447,"Tersina viridis (Illiger, 1811)",Thraupidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,8
5532080683,"Rupornis magnirostris (Gmelin, 1788)",Accipitridae,Accipitriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,5
2194451069,"Basileuterus culicivorus (Deppe, 1830)",Parulidae,Passeriformes,2016-10-16,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,8
5513609098,"Aratinga auricapillus (Kuhl, 1820)",Psittacidae,Psittaciformes,2024-02-14,HUMAN_OBSERVATION,-20.342585,-46.859455,Minas Gerais,,obsr4596723,4
5368901060,"Stelgidopteryx ruficollis (Vieillot, 1817)",Hirundinidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,3
5421934277,"Crotophaga ani Linnaeus, 1758",Cuculidae,Cuculiformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,5
3219802256,"Patagioenas picazuro (Temminck, 1813)",Columbidae,Columbiformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,7
5164019388,"Rupornis magnirostris (Gmelin, 1788)",Accipitridae,Accipitriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,2
5390183220,"Todirostrum poliocephalum (Wied-Neuwied, 1831)",Tyrannidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.643545,-43.52514,Minas Gerais,,obsr1359206,10
2800389090,"Chlorostilbon lucidus (Shaw, 1812)",Trochilidae,Apodiformes,2016-10-16,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,8
3226653400,"Turdus leucomelas Vieillot, 1818",Turdidae,Passeriformes,2020-02-22,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,9
3745700212,"Hirundinea ferruginea (Gmelin, 1788)",Tyrannidae,Passeriformes,1973-09-07,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Ivan Sazima,2
2796271955,"Empidonomus varius (Vieillot, 1818)",Tyrannidae,Passeriformes,2016-10-14,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,3
5282481732,"Psittacara leucophthalmus (Müller & Pls, 1776)",Psittacidae,Psittaciformes,2025-07-20T16:46:14,HUMAN_OBSERVATION,-20.344776,-46.855553,Minas Gerais,iNaturalist research-grade observations,Bhianca,4
5164046423,"Tolmomyias sulphurescens (Spix, 1825)",Tyrannidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,8
5649716322,"Streptoprocne zonaris (Shaw, 1796)",Apodidae,Apodiformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,6
3745700129,"Cissopis leverianus (J.F.Gmelin, 1788)",Thraupidae,Passeriformes,1973-10-28,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Ivan Sazima,1
5526659441,"Nycticorax nycticorax (Linnaeus, 1758)",Ardeidae,Pelecaniformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,6
3218373171,"Thraupis palmarum (Wied-Neuwied, 1821)",Thraupidae,Passeriformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,1
3219995878,"Aratinga auricapillus (Kuhl, 1820)",Psittacidae,Psittaciformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1211577,10
5322946350,"Hirundinea ferruginea (Gmelin, 1788)",Tyrannidae,Passeriformes,2024-01-29,HUMAN_OBSERVATION,-20.098928,-43.49928,Minas Gerais,,obsr1426674,7
5164119485,"Tangara desmaresti (Vieillot, 1819)",Thraupidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,9
1269823274,"Eupetomena macroura (J.F.Gmelin, 1788)",Trochilidae,Apodiformes,,PRESERVED_SPECIMEN,-19.5,-43.75,Mg,Coleção de Aves do Museu Nacional (MN),Observador Simulado,8
5380674726,"Rupornis magnirostris (Gmelin, 1788)",Accipitridae,Accipitriformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,1
4738580178,"Cariama cristata (Linnaeus, 1766)",Cariamidae,Cariamiformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,10
3745699577,"Saltatricula atricollis (Vieillot, 1817)",Thraupidae,Passeriformes,1973-07-23,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Antônio Corrêa Filho,6
5652688038,"Columbina squammata (R.Lesson, 1831)",Columbidae,Columbiformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,6
5532784817,"Butorides striata (Linnaeus, 1758)",Ardeidae,Pelecaniformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,6
3222830387,"Coereba flaveola (Linnaeus, 1758)",Thraupidae,Passeriformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,9
5618448482,"Dendrocygna viduata (Linnaeus, 1766)",Anatidae,Anseriformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,6
3220183514,"Brotogeris chiriri (Vieillot, 1818)",Psittacidae,Psittaciformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,8
5417339190,"Forpus xanthopterygius (Spix, 1824)",Psittacidae,Psittaciformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,5
5164111410,"Sicalis flaveola (Linnaeus, 1766)",Thraupidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,6
5369309851,"Crotophaga ani Linnaeus, 1758",Cuculidae,Cuculiformes,2024-02-14,HUMAN_OBSERVATION,-20.342585,-46.859455,Minas Gerais,,obsr4596723,4
2719481998,"Furnarius rufus (Gmelin, 1788)",Furnariidae,Passeriformes,2016-10-15,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,4
5558363535,"Theristicus caudatus (Boddaert, 1783)",Threskiornithidae,Pelecaniformes,2024-12-08,HUMAN_OBSERVATION,-20.343323,-46.847748,Minas Gerais,,obsr3387929,1
5164073458,"Troglodytes aedon musculus J.F.Naumann, 1823",Troglodytidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
5459813795,"Galbula ruficauda Cuvier, 1816",Galbulidae,Piciformes,2022-10-12,HUMAN_OBSERVATION,-20.317621,-46.837254,Minas Gerais,,obsr3010636,8
5565909295,"Gallinula galeata (Lichtenstein & Mhc, 1818)",Rallidae,Gruiformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr2661064,8
5298393476,"Tachyphonus coronatus (Vieillot, 1822)",Thraupidae,Passeriformes,2024-01-27,HUMAN_OBSERVATION,-20.15265,-43.520786,Minas Gerais,,obsr753626,9
5643856942,"Eupsittula aurea (J.F.Gmelin, 1788)",Psittacidae,Psittaciformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,1
5607470435,"Rupornis magnirostris (Gmelin, 1788)",Accipitridae,Accipitriformes,2024-12-07,HUMAN_OBSERVATION,-20.339453,-46.83927,Minas Gerais,,obsr3387929,1
5354856293,"Thraupis ornata (Sparrman, 1789)",Thraupidae,Passeriformes,2024-01-05,HUMAN_OBSERVATION,-20.1026,-43.494,Minas Gerais,,obsr398519,5
5070080584,"Penelope obscura Temminck, 1815",Cracidae,Galliformes,2025-02-15T10:06,HUMAN_OBSERVATION,-20.09718,-43.487957,Minas Gerais,iNaturalist research-grade observations,filipeprates,6
5164032341,"Sirystes sibilator (Vieillot, 1818)",Tyrannidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,7
5164063453,"Clytolaema rubricauda (Boddaert, 1783)",Trochilidae,Apodiformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,4
5166914031,"Cariama cristata (Linnaeus, 1766)",Cariamidae,Cariamiformes,2025-05-12T07:43,HUMAN_OBSERVATION,-19.529784,-43.725012,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,2
5164086433,"Hirundinea ferruginea (Gmelin, 1788)",Tyrannidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
5297951690,"Cyclarhis gujanensis (Gmelin, 1789)",Vireonidae,Passeriformes,2024-01-07,HUMAN_OBSERVATION,-20.100239,-43.48618,Minas Gerais,,obsr1883460,10
5164085368,"Zonotrichia capensis (P.L.S.Müller, 1776)",Passerellidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,9
5070132564,"Psittacara leucophthalmus (Müller & Pls, 1776)",Psittacidae,Psittaciformes,2025-02-15T17:23,HUMAN_OBSERVATION,-20.096978,-43.488581,Minas Gerais,iNaturalist research-grade observations,filipeprates,8
5454333223,"Cathartes aura (Linnaeus, 1758)",Cathartidae,Accipitriformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,3
5639711586,"Tyrannus albogularis Burmeister, 1856",Tyrannidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,6
3225983962,"Pitangus sulphuratus (Linnaeus, 1766)",Tyrannidae,Passeriformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1211577,1
4741425683,"Anumbius annumbi (Vieillot, 1817)",Furnariidae,Passeriformes,2023-11-03,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,9
2248725713,"Lepidocolaptes Reichenbach, 1853",Furnariidae,Passeriformes,2001-12-28,MATERIAL_SAMPLE,-19.5,-43.73333,Minas Gerais,,Beatriz Aquino Ribeiro,7
5446752801,"Ramphastos toco P.L.S.Müller, 1776",Ramphastidae,Piciformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,4
3745700103,"Nystalus chacuru (Vieillot, 1816)",Bucconidae,Piciformes,1973-12-18,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Otávio Froehlich,5
5398624956,"Coryphospingus cucullatus (P.L.S.Müller, 1776)",Thraupidae,Passeriformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,9
5503368976,"Myiophobus fasciatus (Statius Muller, 1776)",Tyrannidae,Passeriformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,2
5164130317,"Schistochlamys ruficapillus (Vieillot, 1817)",Thraupidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,2
5827433658,"Piaya cayana (Linnaeus, 1766)",Cuculidae,Cuculiformes,2025-09-13T14:38,HUMAN_OBSERVATION,-19.522667,-43.738311,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,8
5164093418,"Patagioenas cayennensis (Bonnaterre, 1792)",Columbidae,Columbiformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,10
5301202930,"Sicalis flaveola (Linnaeus, 1766)",Thraupidae,Passeriformes,2024-01-29,HUMAN_OBSERVATION,-20.097754,-43.48859,Minas Gerais,,obsr3066956,6
5568625716,"Chrysomus ruficapillus (Vieillot, 1819)",Icteridae,Passeriformes,2024-02-14,HUMAN_OBSERVATION,-20.342585,-46.859455,Minas Gerais,,obsr4596723,3
5526611614,"Brotogeris chiriri (Vieillot, 1818)",Psittacidae,Psittaciformes,2024-12-08,HUMAN_OBSERVATION,-20.343323,-46.847748,Minas Gerais,,obsr3387929,1
5598996211,"Leptotila verreauxi Bonaparte, 1855",Columbidae,Columbiformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,7
5282520745,"Culicivora caudacuta (Vieillot, 1818)",Tyrannidae,Passeriformes,2023-06-08T11:29,HUMAN_OBSERVATION,-20.396755,-46.787936,Minas Gerais,iNaturalist research-grade observations,Paulo Mascaretti,10
5506195205,"Cariama cristata (Linnaeus, 1766)",Cariamidae,Cariamiformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,7
5164091334,"Sicalis flaveola (Linnaeus, 1766)",Thraupidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
5164058323,"Amazilia versicolor (Vieillot, 1818)",Trochilidae,Apodiformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,8
3745699582,"Schistochlamys ruficapillus (Vieillot, 1817)",Thraupidae,Passeriformes,1973-07-20,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Otávio Cardozo de Oliveira,5
5437952594,"Nannopterum brasilianum (J.F.Gmelin, 1789)",Phalacrocoracidae,Suliformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,10
3745700182,"Myiarchus ferox (Gmelin, 1789)",Tyrannidae,Passeriformes,1973-07-24,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Antônio Corrêa Filho,9
2171280901,"Eupetomena macroura (J.F.Gmelin, 1788)",Trochilidae,Apodiformes,2016-10-15,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,5
3294837417,"Rhopospina caerulescens (Wied-Neuwied, 1830)",Thraupidae,Passeriformes,2020-12-20,HUMAN_OBSERVATION,-20.315615,-46.833275,Minas Gerais,,obsr1115302,10
5840151308,"Stelgidopteryx ruficollis (Vieillot, 1817)",Hirundinidae,Passeriformes,2025-09-30T17:04,HUMAN_OBSERVATION,-19.522096,-43.745428,Minas Gerais,iNaturalist research-grade observations,Davidson Moreira,2
5070051476,"Chlorophonia cyanocephala (Vieillot, 1819)",Fringillidae,Passeriformes,2025-02-15T09:41,HUMAN_OBSERVATION,-20.098412,-43.489117,Minas Gerais,iNaturalist research-grade observations,filipeprates,7
3220919947,"Furnarius rufus (Gmelin, 1788)",Furnariidae,Passeriformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1211577,4
2723601585,"Polystictus superciliaris (Wied-Neuwied, 1831)",Tyrannidae,Passeriformes,2016-10-14,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,8
5318036523,"Chrysuronia versicolor (Vieillot, 1818)",Trochilidae,Apodiformes,2024-01-29,HUMAN_OBSERVATION,-20.097754,-43.48859,Minas Gerais,,obsr553166,2
5164007304,"Philydor rufum (Vieillot, 1818)",Furnariidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,1
4664694360,"Ardea ibis Linnaeus, 1758",Ardeidae,Pelecaniformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,2
5070025169,"Augastes scutatus (Temminck, 1824)",Trochilidae,Apodiformes,2025-02-15T06:43,HUMAN_OBSERVATION,-20.101558,-43.500998,Minas Gerais,iNaturalist research-grade observations,filipeprates,6
3745701128,"Aratinga aurea (Gmelin, 1788)",Psittacidae,Psittaciformes,1973-12-18,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Ivan Sazima,5
5459973321,"Psittacara leucophthalmus (Müller & Pls, 1776)",Psittacidae,Psittaciformes,2024-12-08,HUMAN_OBSERVATION,-20.343323,-46.847748,Minas Gerais,,obsr3387929,2
3209527591,"Sporophila caerulescens (Vieillot, 1823)",Thraupidae,Passeriformes,2020-12-20,HUMAN_OBSERVATION,-20.315615,-46.833275,Minas Gerais,,obsr1115302,5
5455187262,"Rupornis magnirostris (Gmelin, 1788)",Accipitridae,Accipitriformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,6
5164033355,"Drymophila malura (Temminck, 1825)",Thamnophilidae,Passeriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,5
3208669075,"Colaptes melanochloros (J.F.Gmelin, 1788)",Picidae,Piciformes,2020-12-21,HUMAN_OBSERVATION,-20.315615,-46.833275,Minas Gerais,,obsr1115302,4
5828202442,"Passer domesticus (Linnaeus, 1758)",Passeridae,Passeriformes,2025-09-10T09:17,HUMAN_OBSERVATION,-19.521536,-43.739983,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,7
5542504388,"Chrysomus ruficapillus (Vieillot, 1819)",Icteridae,Passeriformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,1
5447892892,"Gubernetes yetapa (Vieillot, 1818)",Tyrannidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,4
5319728174,"Coragyps atratus (Bechstein, 1793)",Cathartidae,Accipitriformes,2024-12-07,HUMAN_OBSERVATION,-20.339453,-46.83927,Minas Gerais,,obsr2661064,8
4730351196,"Nystalus chacuru (Vieillot, 1816)",Bucconidae,Piciformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,1
4833896274,"Passer domesticus (Linnaeus, 1758)",Passeridae,Passeriformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,7
4804539201,"Picumnus cirratus Temminck, 1825",Picidae,Piciformes,2023-11-04,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,6
2186893046,"Eucometis penicillata (Spix, 1825)",Thraupidae,Passeriformes,2016-10-14,HUMAN_OBSERVATION,-19.52946,-43.73666,Minas Gerais,,obsr3541,9
5164037317,"Coereba flaveola (Linnaeus, 1758)",Thraupidae,Passeriformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,9
5164052409,"Patagioenas picazuro (Temminck, 1813)",Columbidae,Columbiformes,2025-05-08T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,5
3745700208,"Elaenia flavogaster (Thunberg, 1822)",Tyrannidae,Passeriformes,1973-09-05,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Ivan Sazima,2
3745700106,"Turdus rufiventris Vieillot, 1818",Turdidae,Passeriformes,1974-02-09,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Antônio Corrêa Filho,5
5070123261,"Poecilotriccus plumbeiceps (Lafresnaye, 1846)",Tyrannidae,Passeriformes,2025-02-14T15:39,HUMAN_OBSERVATION,-20.102102,-43.484036,Minas Gerais,iNaturalist research-grade observations,filipeprates,6
5686775554,"Eupetomena macroura (J.F.Gmelin, 1788)",Trochilidae,Apodiformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,3
5394782679,"Fluvicola nengeta (Linnaeus, 1766)",Tyrannidae,Passeriformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr2661064,4
5329642561,"Ramphastos toco P.L.S.Müller, 1776",Ramphastidae,Piciformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,10
5353699475,"Stelgidopteryx ruficollis (Vieillot, 1817)",Hirundinidae,Passeriformes,2024-02-03,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,7
3347506572,"Phacellodomus rufifrons (Wied-Neuwied, 1821)",Furnariidae,Passeriformes,2003-05-14,PRESERVED_SPECIMEN,-19.5,-43.73,,,Beatriz Aquino Ribeiro,7
5314692461,"Chrysuronia versicolor (Vieillot, 1818)",Trochilidae,Apodiformes,2024-01-29,HUMAN_OBSERVATION,-20.097754,-43.48859,Minas Gerais,,obsr3066956,4
5513696589,"Serpophaga subcristata (Vieillot, 1817)",Tyrannidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,8
5069999730,"Cranioleuca pallida (Wied-Neuwied, 1831)",Furnariidae,Passeriformes,2025-02-14T17:38,HUMAN_OBSERVATION,-20.100847,-43.486161,Minas Gerais,iNaturalist research-grade observations,filipeprates,10
5605014729,"Gallinula galeata (Lichtenstein & Mhc, 1818)",Rallidae,Gruiformes,2024-12-07,HUMAN_OBSERVATION,-20.342236,-46.857098,Minas Gerais,,obsr3387929,4
5326374136,"Thamnophilus doliatus (Linnaeus, 1764)",Thamnophilidae,Passeriformes,2024-02-14,HUMAN_OBSERVATION,-20.342585,-46.859455,Minas Gerais,,obsr4596723,8
5311737952,"Lepidocolaptes angustirostris (Vieillot, 1818)",Furnariidae,Passeriformes,2024-12-08,HUMAN_OBSERVATION,-20.343323,-46.847748,Minas Gerais,,obsr3387929,4
3221656395,"Aratinga auricapillus (Kuhl, 1820)",Psittacidae,Psittaciformes,2020-02-23,HUMAN_OBSERVATION,-20.343294,-46.84829,Minas Gerais,,obsr1127182,7
5310993631,"Phacellodomus rufifrons (Wied-Neuwied, 1821)",Furnariidae,Passeriformes,2024-07-18,HUMAN_OBSERVATION,-20.332607,-46.83823,Minas Gerais,,obsr2661064,10
5164060384,"Leptodon cayanensis (Latham, 1790)",Accipitridae,Accipitriformes,2025-05-07T00:00,HUMAN_OBSERVATION,-20.097401,-43.487988,,,794562383,10
5553373194,"Cyanocorax chrysops (Vieillot, 1818)",Corvidae,Passeriformes,2022-10-12,HUMAN_OBSERVATION,-20.317621,-46.837254,Minas Gerais,,obsr3010636,3
5187711896,"Sicalis flaveola (Linnaeus, 1766)",Thraupidae,Passeriformes,2025-05-16T08:07,HUMAN_OBSERVATION,-19.522497,-43.729794,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,7
5534157632,"Campephilus melanoleucos (J.F.Gmelin, 1788)",Picidae,Piciformes,2024-07-18,HUMAN_OBSERVATION,-20.332607,-46.83823,Minas Gerais,,obsr2661064,7
5828680320,"Furnarius rufus (Gmelin, 1788)",Furnariidae,Passeriformes,2022-09-30T08:24,HUMAN_OBSERVATION,-19.522214,-43.738267,Minas Gerais,iNaturalist research-grade observations,Túlio Torres,9
5622427664,"Columbina squammata (R.Lesson, 1831)",Columbidae,Columbiformes,2024-07-16,HUMAN_OBSERVATION,-20.325893,-46.83702,Minas Gerais,,obsr2661064,3
5415311651,"Volatinia jacarina (Linnaeus, 1766)",Thraupidae,Passeriformes,2024-02-04,HUMAN_OBSERVATION,-19.606527,-43.495632,Minas Gerais,,obsr1359206,3
3745700166,"Sicalis citrina citrina Pelzeln, 1870",Thraupidae,Passeriformes,1973-12-11,PRESERVED_SPECIMEN,-19.513611,-43.744722,Minas Gerais,,Otávio Cardozo de Oliveira,7
5230106407,"Penelope obscura Temminck, 1815",Cracidae,Galliformes,2025-07-08T06:21,HUMAN_OBSERVATION,-20.096017,-43.488166,Minas Gerais,iNaturalist research-grade observations,bzyborski,7
2248726308,BOLD:AAI4475,Furnariidae,Passeriformes,2003-05-14,MATERIAL_SAMPLE,-19.5,-43.73333,Minas Gerais,,Beatriz Aquino Ribeiro,5
4665401724,"Phacellodomus rufifrons (Wied-Neuwied, 1821)",Furnariidae,Passeriformes,2023-11-05,HUMAN_OBSERVATION,-20.34504,-46.86136,Minas Gerais,,obsr1149399,6
